 
real	0m0.016s
real	0m0.028s
real	0m0.027s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.026s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.015s
real	0m0.020s
real	0m0.016s
real	0m0.028s
real	0m0.016s
real	0m0.021s
real	0m0.027s
real	0m0.015s
real	0m0.026s
real	0m0.024s
real	0m0.025s
real	0m0.029s
real	0m0.020s
real	0m0.018s
real	0m0.017s
real	0m0.017s
real	0m0.014s
real	0m0.023s
real	0m0.018s
real	0m0.017s
real	0m0.017s
real	0m0.017s
real	0m0.017s
real	0m0.017s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.029s
real	0m0.017s
real	0m0.019s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.019s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.028s
real	0m0.028s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.019s
real	0m0.018s
real	0m0.019s
real	0m0.018s
real	0m0.017s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.027s
real	0m0.018s
real	0m0.017s
real	0m0.019s
real	0m0.026s
real	0m0.027s
real	0m0.019s
real	0m0.027s
real	0m0.022s
real	0m0.017s
real	0m0.017s
real	0m0.028s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.027s
real	0m0.027s
real	0m0.020s
real	0m0.017s
real	0m0.017s
real	0m0.025s
real	0m0.017s
real	0m0.027s
real	0m0.017s
real	0m0.018s
real	0m0.019s
real	0m0.031s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.028s
real	0m0.034s
real	0m0.017s
real	0m0.018s
real	0m0.027s
real	0m0.022s
real	0m0.017s
real	0m0.018s
real	0m0.032s
real	0m0.029s
real	0m0.031s
real	0m0.028s
real	0m0.018s
real	0m0.019s
real	0m0.019s
real	0m0.017s
real	0m0.026s
real	0m0.029s
real	0m0.018s
real	0m0.021s
real	0m0.017s
real	0m0.018s
real	0m0.017s
real	0m0.019s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.015s
real	0m0.028s
real	0m0.018s
real	0m0.018s
real	0m0.019s
real	0m0.029s
real	0m0.018s
real	0m0.018s
real	0m0.025s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.017s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.020s
real	0m0.028s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.029s
real	0m0.018s
real	0m0.015s
real	0m0.026s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.025s
real	0m0.017s
real	0m0.017s
real	0m0.017s
real	0m0.018s
real	0m0.017s
real	0m0.019s
real	0m0.027s
real	0m0.029s
real	0m0.028s
real	0m0.028s
real	0m0.026s
real	0m0.019s
real	0m0.018s
real	0m0.017s
real	0m0.027s
real	0m0.018s
real	0m0.034s
real	0m0.017s
real	0m0.017s
real	0m0.018s
real	0m0.022s
real	0m0.030s
real	0m0.027s
real	0m0.031s
real	0m0.029s
real	0m0.025s
real	0m0.026s
real	0m0.017s
real	0m0.018s
real	0m0.028s
real	0m0.015s
real	0m0.019s
real	0m0.017s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.024s
real	0m0.024s
real	0m0.024s
real	0m0.017s
real	0m0.027s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.024s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.019s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.017s
real	0m0.029s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.028s
real	0m0.018s
real	0m0.025s
real	0m0.026s
real	0m0.017s
real	0m0.026s
real	0m0.017s
real	0m0.027s
real	0m0.018s
real	0m0.017s
real	0m0.018s
real	0m0.018s
real	0m0.018s
real	0m0.018s
